State,Id,Name,Url,SefUrl,Display,DisableFilter,Parent,Order,Products,Meta,AutomaticMeta,LastModTime,Image,Texts
live,787492,Tábla Öntapadós Fólia,https://foliasjuci.hu/megoldasok/ajtora/tabla-ontapados-folia,megoldasok/ajtora/tabla-ontapados-folia,"{'Page': 'yes', 'Menu': 'yes'}",no,"{'Id': '709385', 'Tree': 'Megoldások|Ajtóra'}",0,"{'All': '5', 'New': '0'}","{'Description': 'Ajtófelújításra keresel megoldást?Tábla Öntapadós fólia - Öntapadós tapéta  Fóliás Jucitól segítségedre lesz. Házilag (DIY), szakember nélkül,gyorsan,por,kosz nélkül', 'Title': 'Otthonszépítő és lakásfelújító ötletek -  AJTÓRA -  Fóliás Jucitól - Tábla Öntapadós Fólia'}","{'Keywords': 'Tábla Öntapadós Fólia, Ajtóra, Megoldások, Fóliás Juci'}",1660665005,{'Url': 'https://foliasjuci.hu/img/86997/catpic_787492/787492.jpg?time=1617368282'},
live,689754,Textil Öntapadós Fólia,https://foliasjuci.hu/megoldasok/ajtora/textil-ontapados-folia,megoldasok/ajtora/textil-ontapados-folia,"{'Page': 'yes', 'Menu': 'yes'}",no,"{'Id': '709385', 'Tree': 'Megoldások|Ajtóra'}",0,"{'All': '13', 'New': '0'}","{'Description': 'Ajtófelújításra keresel megoldást?Textil Öntapadós fólia - Öntapadós tapéta  Fóliás Jucitól segítségedre lesz. Házilag (DIY), szakember nélkül,gyorsan,por,kosz nélkül', 'Title': 'Otthonszépítő és lakásfelújító ötletek -  AJTÓRA -  Fóliás Jucitól - Textil Öntapadós Fólia'}","{'Keywords': 'Textil Öntapadós Fólia, Ajtóra, Megoldások, Fóliás Juci'}",1660665005,{'Url': 'https://foliasjuci.hu/img/86997/catpic_689754/689754.jpg?time=1617368297'},
live,447305,Vadvilág Öntapadós Fólia,https://foliasjuci.hu/megoldasok/ajtora/vadvilag-ontapados-folia,megoldasok/ajtora/vadvilag-ontapados-folia,"{'Page': 'yes', 'Menu': 'yes'}",no,"{'Id': '709385', 'Tree': 'Megoldások|Ajtóra'}",0,"{'All': '13', 'New': '0'}","{'Description': 'Ajtófelújításra keresel megoldást?Vadvilág Öntapadós fólia - Öntapadós tapéta  Fóliás Jucitól segítségedre lesz. Házilag (DIY), szakember nélkül,gyorsan,por,kosz nélkül', 'Title': 'Otthonszépítő és lakásfelújító ötletek -  AJTÓRA -  Fóliás Jucitól - Vadvilág Öntapadós Fólia'}","{'Keywords': 'Vadvilág Öntapadós Fólia, Ajtóra, Megoldások, Fóliás Juci'}",1660665005,{'Url': 'https://foliasjuci.hu/img/86997/catpic_447305/447305.jpg?time=1617368282'},
live,362350,Beton Öntapadós Fólia,https://foliasjuci.hu/megoldasok/butorra/beton-ontapados-folia,megoldasok/butorra/beton-ontapados-folia,"{'Page': 'yes', 'Menu': 'yes'}",no,"{'Id': '317089', 'Tree': 'Megoldások|Bútorra'}",4,"{'All': '0', 'New': '0'}","{'Description': 'Házilag (DIY),szakember nélkül,gyorsan,por és kosz nélkül szeretnéd felújítani bútoraidat?Beton Öntapadós fólia - Öntapadós tapéta  Fóliás Jucitól segítségedre lesz.', 'Title': 'Bútorfelújító megoldások Fóliás Jucitól -  Beton hatás'}","{'Keywords': 'Beton Öntapadós Fólia, Bútorra, Megoldások, Fóliás Juci'}",1660665004,{'Url': 'https://foliasjuci.hu/img/86997/catpic_362350/362350.jpg?time=1617368296'},
live,737949,Egyszínű Öntapadós Fólia,https://foliasjuci.hu/megoldasok/butorra/egyszinu-ontapados-folia,megoldasok/butorra/egyszinu-ontapados-folia,"{'Page': 'yes', 'Menu': 'yes'}",no,"{'Id': '317089', 'Tree': 'Megoldások|Bútorra'}",2,"{'All': '127', 'New': '0'}","{'Description': 'Házilag (DIY),szakember nélkül,gyorsan,por és kosz nélkül szeretnéd felújítani bútoraidat?Egyszínű Öntapadós fólia - Öntapadós tapéta  Fóliás Jucitól segítségedre lesz.', 'Title': 'Bútorfelújító megoldások Fóliás Jucitól -  Egyszínű'}","{'Keywords': 'Egyszínű Öntapadós Fólia, Bútorra, Megoldások, Fóliás Juci'}",1660665004,{'Url': 'https://foliasjuci.hu/img/86997/catpic_737949/737949.jpg?time=1617368283'},
live,381926,Fahatású Öntapadós Fólia,https://foliasjuci.hu/megoldasok/butorra/fahatasu-ontapados-folia,megoldasok/butorra/fahatasu-ontapados-folia,"{'Page': 'yes', 'Menu': 'yes'}",no,"{'Id': '317089', 'Tree': 'Megoldások|Bútorra'}",1,"{'All': '30', 'New': '0'}","{'Description': 'Házilag (DIY),szakember nélkül,gyorsan,por és kosz nélkül szeretnéd felújítani bútoraidat?Fahatású Öntapadós fólia - Öntapadós tapéta  Fóliás Jucitól segítségedre lesz.', 'Title': 'Bútorfelújító megoldások Fóliás Jucitól -  Fahatás'}","{'Keywords': 'Fahatású Öntapadós Fólia, Bútorra, Megoldások, Fóliás Juci'}",1660665004,{'Url': 'https://foliasjuci.hu/img/86997/catpic_381926/381926.jpg?time=1617368286'},
live,346458,Fémes Öntapadós Fólia,https://foliasjuci.hu/megoldasok/butorra/femes-ontapados-folia,megoldasok/butorra/femes-ontapados-folia,"{'Page': 'yes', 'Menu': 'yes'}",no,"{'Id': '317089', 'Tree': 'Megoldások|Bútorra'}",5,"{'All': '5', 'New': '0'}","{'Description': 'Házilag (DIY),szakember nélkül,gyorsan,por és kosz nélkül szeretnéd felújítani bútoraidat?Fémes Öntapadós fólia - Öntapadós tapéta  Fóliás Jucitól segítségedre lesz.', 'Title': 'Bútorfelújító megoldások Fóliás Jucitól -  Fémes hatás'}","{'Keywords': 'Fémes Öntapadós Fólia, Bútorra, Megoldások, Fóliás Juci'}",1660665004,{'Url': 'https://foliasjuci.hu/img/86997/catpic_346458/346458.jpg?time=1617368285'},
live,301116,Márvány Öntapadós Fólia,https://foliasjuci.hu/megoldasok/butorra/marvany-ontapados-folia,megoldasok/butorra/marvany-ontapados-folia,"{'Page': 'yes', 'Menu': 'yes'}",no,"{'Id': '317089', 'Tree': 'Megoldások|Bútorra'}",6,"{'All': '0', 'New': '0'}","{'Description': 'Házilag (DIY),szakember nélkül,gyorsan,por és kosz nélkül szeretnéd felújítani bútoraidat?Márvány Öntapadós fólia - Öntapadós tapéta  Fóliás Jucitól segítségedre lesz.', 'Title': 'Bútorfelújító megoldások Fóliás Jucitól -  Márvány hatás'}","{'Keywords': 'Márvány Öntapadós Fólia, Bútorra, Megoldások, Fóliás Juci'}",1660665004,{'Url': 'https://foliasjuci.hu/img/86997/catpic_301116/301116.jpg?time=1617368285'},
live,991312,Mintás Öntapadós Fólia,https://foliasjuci.hu/megoldasok/butorra/mintas-ontapados-folia,megoldasok/butorra/mintas-ontapados-folia,"{'Page': 'yes', 'Menu': 'yes'}",no,"{'Id': '317089', 'Tree': 'Megoldások|Bútorra'}",7,"{'All': '58', 'New': '0'}","{'Description': 'Házilag (DIY),szakember nélkül,gyorsan,por és kosz nélkül szeretnéd felújítani bútoraidat?Mintás Öntapadós fólia - Öntapadós tapéta  Fóliás Jucitól segítségedre lesz.', 'Title': 'Bútorfelújító megoldások Fóliás Jucitól -  Mintás'}","{'Keywords': 'Mintás Öntapadós Fólia, Bútorra, Megoldások, Fóliás Juci'}",1660665004,{'Url': 'https://foliasjuci.hu/img/86997/catpic_991312/991312.jpg?time=1617368284'},
live,563547,Plüss Öntapadós Fólia,https://foliasjuci.hu/megoldasok/butorra/pluss-ontapados-folia,megoldasok/butorra/pluss-ontapados-folia,"{'Page': 'yes', 'Menu': 'yes'}",no,"{'Id': '317089', 'Tree': 'Megoldások|Bútorra'}",8,"{'All': '1', 'New': '0'}","{'Description': 'Házilag (DIY),szakember nélkül,gyorsan,por és kosz nélkül szeretnéd felújítani bútoraidat?Plüss Öntapadós fólia - Öntapadós tapéta  Fóliás Jucitól segítségedre lesz.', 'Title': 'Bútorfelújító megoldások Fóliás Jucitól -  Plüss'}","{'Keywords': 'Plüss Öntapadós Fólia, Bútorra, Megoldások, Fóliás Juci'}",1660665004,{'Url': 'https://foliasjuci.hu/img/86997/catpic_563547/563547.jpg?time=1617368281'},
live,503935,Tábla Öntapadós Fólia,https://foliasjuci.hu/megoldasok/butorra/tabla-ontapados-folia,megoldasok/butorra/tabla-ontapados-folia,"{'Page': 'yes', 'Menu': 'yes'}",no,"{'Id': '317089', 'Tree': 'Megoldások|Bútorra'}",9,"{'All': '0', 'New': '0'}","{'Description': 'Házilag (DIY),szakember nélkül,gyorsan,por és kosz nélkül szeretnéd felújítani bútoraidat?Tábla Öntapadós fólia - Öntapadós tapéta  Fóliás Jucitól segítségedre lesz.', 'Title': 'Bútorfelújító megoldások Fóliás Jucitól -  Írható táblafólia'}","{'Keywords': 'Tábla Öntapadós Fólia, Bútorra, Megoldások, Fóliás Juci'}",1660665004,{'Url': 'https://foliasjuci.hu/img/86997/catpic_503935/503935.jpg?time=1617368282'},
live,370337,Textil Öntapadós Fólia,https://foliasjuci.hu/megoldasok/butorra/textil-ontapados-folia,megoldasok/butorra/textil-ontapados-folia,"{'Page': 'yes', 'Menu': 'yes'}",no,"{'Id': '317089', 'Tree': 'Megoldások|Bútorra'}",10,"{'All': '14', 'New': '0'}","{'Description': 'Házilag (DIY),szakember nélkül,gyorsan,por és kosz nélkül szeretnéd felújítani bútoraidat?Textil Öntapadós fólia - Öntapadós tapéta  Fóliás Jucitól segítségedre lesz.', 'Title': 'Bútorfelújító megoldások Fóliás Jucitól -  Textil hatás'}","{'Keywords': 'Textil Öntapadós Fólia, Bútorra, Megoldások, Fóliás Juci'}",1660665004,{'Url': 'https://foliasjuci.hu/img/86997/catpic_370337/370337.jpg?time=1617368297'},
live,774510,Vadvilág Öntapadós Fólia,https://foliasjuci.hu/megoldasok/butorra/vadvilag-ontapados-folia,megoldasok/butorra/vadvilag-ontapados-folia,"{'Page': 'yes', 'Menu': 'yes'}",no,"{'Id': '317089', 'Tree': 'Megoldások|Bútorra'}",11,"{'All': '5', 'New': '0'}","{'Description': 'Házilag (DIY),szakember nélkül,gyorsan,por és kosz nélkül szeretnéd felújítani bútoraidat?Vadvilág Öntapadós fólia - Öntapadós tapéta  Fóliás Jucitól segítségedre lesz.', 'Title': 'Bútorfelújító megoldások Fóliás Jucitól -  Dzsungel világ'}","{'Keywords': 'Vadvilág Öntapadós Fólia, Bútorra, Megoldások, Fóliás Juci'}",1660665004,{'Url': 'https://foliasjuci.hu/img/86997/catpic_774510/774510.jpg?time=1617368282'},
live,280075,3D Öntapadós Csempe,https://foliasjuci.hu/megoldasok/falra/csempere/3d-ontapados-csempe,megoldasok/falra/csempere/3d-ontapados-csempe,"{'Page': 'yes', 'Menu': 'yes'}",no,"{'Id': '302819', 'Tree': 'Megoldások|Falra/Csempére'}",0,"{'All': '13', 'New': '0'}","{'Description': 'Csempére vagy falra keresel felújítási megoldást?3D Öntapadós Csempe Fóliás Jucitól segítségedre lesz. Házilag (DIY), szakember nélkül,gyorsan,por,kosz nélkül', 'Title': 'Lakásfelújító ötletek csempére, falra -&gt; Fóliás Juci - 3D Öntapadós Csempe'}","{'Keywords': '3D Öntapadós Csempe, Falra/Csempére, Megoldások, Fóliás Juci'}",1660665004,{'Url': 'https://foliasjuci.hu/img/86997/catpic_280075/280075.jpg?time=1617282018'},"{'Top': '<p style=""text-align: center;""><iframe width=""720"" height=""405"" class=""_vs_ictr_player"" src=""https://swiftcdn6.global.ssl.fastly.net/projects/6040a1f8c32ea/index.html?cb=1c71mlufgi29ac11bycpm6"" frameborder=""0"" allow=""autoplay *"" scrolling=""no""></iframe></p>\n<p>\n<script src=""https://vsplayer.global.ssl.fastly.net/player-wrapper-v4.js""></script>\n</p>\n<p style=""text-align: center;"">Öntapadós 3D csempe, az meg mi? Mire jó ez? Talán még az is lehet, hogy sosem hallottál róla.\xa0</p>\n<p style=""text-align: center;"">Ezzel a cuccal tudod újjávarázsolni megunt csempédet, vagy épp a faladból csempéset tdsz varázsolni úgy, hogy nem kell burkolót hívj, nem kell konténert bérelj, de még el sem kell otthonról költözzél. Egyszerűen pár óra alatt por és kosz mentesen, no meg persze bontás nélkül viheted ezt végbe.\xa0</p>\n<p style=""text-align: center;"">Ebből a videóból mindent megtudhatsz, ami az öntapadós 3D csempékkel kapcsolatos.\xa0</p>\n<p style=""text-align: center;"">Megtudhatod, hogy <span style=""color: #ff0000;"">milyen felületekre</span> tudod felhasználni ezt a termékünket. Amúgy ragad csempére, falra, üvegre.</p>\n<p style=""text-align: center;"">Választ kaphatsz arra, hogy milyen előkészületekre lesz szükséged a <span style=""color: #ff0000;"">felhelyezés </span>előtt. Mi segítünk, hogy sikerrel járj!</p>\n<p style=""text-align: center;"">Nem tudod eldönteni hová lehet <span style=""color: #ff0000;"">felhasználni</span>? Rakhatod konyhába a két szekrény közé a csempére/falra, de teheted fürdőbe is. A gyártó azt javasolja, hogy ahol folyamatos víz éri, oda inkább ne, de ebben a videóban láthatod vásárlóink tapasztalatait, ettől zseniáli ez a videó.</p>\n<p style=""text-align: center;"">Ha már fent van a 3D csempe, akkor előbb utóbb szükség lesz <span style=""color: #ff0000;"">tisztításra</span> is. Mi olyan tisztítószerek használatát javasoljuk, amelyeknek nincs maró hatása. Semmi esetre sem súrold! Ha még bizonytalan vagy nézz meg pár vásárlói véleményt.</p>'}"
live,869274,Öntapadós Fólia,https://foliasjuci.hu/megoldasok/falra/csempere/ontapados-folia,megoldasok/falra/csempere/ontapados-folia,"{'Page': 'yes', 'Menu': 'yes'}",no,"{'Id': '302819', 'Tree': 'Megoldások|Falra/Csempére'}",0,"{'All': '483', 'New': '0'}","{'Description': 'Csempére vagy falra keresel felújítási megoldást?Öntapadós fólia - Öntapadós tapéta  Fóliás Jucitól segítségedre lesz. Házilag (DIY), szakember nélkül,gyorsan,por,kosz nélkül', 'Title': 'Lakásfelújító ötletek csempére, falra -&gt; Fóliás Juci - Öntapadós Fólia'}","{'Keywords': 'Öntapadós Fólia, Falra/Csempére, Megoldások, Fóliás Juci'}",1660665004,{'Url': 'https://foliasjuci.hu/img/86997/catpic_869274/869274.jpg?time=1617368299'},"{'Top': '<p style=""text-align: center;"">Elárulom nincs külön fóliánk falra, egyszerűen olyan nagyon sokat keresik, hogy úgy döntöttünk segítünk vásárlóinknak és létrehozunk egy ilyen kategóriát.\xa0\xa0</p>\n<p style=""text-align: center;"">Bármelyik fóliát választhatod, amelyik csak tetszik. Egyre érdemes figyelni, hogy a falról a ragasztó lehozhatja!</p>\n<p style=""text-align: center;"">Tehát visszaszedéssel óvatosan. Rengetegen fóliáztunk falat.</p>\n<p style=""text-align: center;"">Nálam itthon a glettelt kéményen már három réteg fólia van és ezt mindannyiszor facebook élőben mutattam be.<br />Csak bátran, ne habozz!</p>'}"
live,692622,Öntapadós Padló,https://foliasjuci.hu/megoldasok/padlora/ontapados-padlo,megoldasok/padlora/ontapados-padlo,"{'Page': 'yes', 'Menu': 'yes'}",no,"{'Id': '379025', 'Tree': 'Megoldások|Padlóra'}",0,"{'All': '45', 'New': '0'}",,"{'Keywords': 'Öntapadós Padló, Padlóra, Megoldások, Fóliás Juci', 'Description': 'Öntapadós Padló, Padlóra, Megoldások, Fóliás Juci', 'Title': 'Öntapadós Padló - Padlóra - Megoldások - Fóliás Juci'}",1660665004,{'Url': 'https://foliasjuci.hu/img/86997/catpic_692622/692622.jpg?time=1617368281'},
live,187143,Ablakfólia,https://foliasjuci.hu/termekek/folia/ablakfolia,termekek/folia/ablakfolia,"{'Page': 'yes', 'Menu': 'yes'}",no,{'Id': '0'},3,"{'All': '253', 'New': '0'}","{'Description': 'Házilag feltehető, könnyen visszaszedhető ablakfólia, üvegre vagy ablakra. Gyerekjáték feltenni ezt az üvegfóliát, ablakfóliát', 'Title': 'Ablakfólia ,Üvegfólia ablakra/üvegre Fóliás Jucitól készletről'}","{'Keywords': 'Ablakfólia, Fóliás Juci'}",1671442887,{'Url': 'https://foliasjuci.hu/img/86997/catpic_187143/187143.jpg?time=1617282021'},"{'Top': '<p>Ha zavar a belátás vagy a kilátás használj fóliiát! Ezek között vannak hővédő ablakfóliák is, amik meggátolják az ablakon át beáramló nyári nagy meleget.</p>\n<p style=""text-align: center;""><span style=""font-weight: 400; font-size: 15px; font-family: verdana, geneva, sans-serif;"">Vannak\xa0<strong>ragasztó nélküli ablakfóliák</strong>. Ezek előnye, hogy bárki fel tudja rakni, nem lehet elrontani, bárhányszor vissza lehet szedni, hátránya csak teljesen síma felületen tapad meg.\xa0</span></p>\n<p style=""text-align: center;""><span style=""font-weight: 400; font-size: 15px; font-family: verdana, geneva, sans-serif;"">Vannak az\xa0<strong>öntapadós ablakfóliák</strong>. Ennek előnye, hogy a nem teljesen sima felületen is megtapad, hátránya, hogy felrakás után beopálosodik, mert a víz reakcióba lép a ragasztóval. Ha jól dolgozunk pár nap és ez nyom nélkül eltűnik.\xa0</span></p>\n<p style=""text-align: center;""><span style=""font-size: 15px; font-family: verdana, geneva, sans-serif;""><b>Ablakfólia felrakása:</b></span></p>\n<p style=""text-align: center;""><span style=""font-weight: 400; font-size: 15px; font-family: verdana, geneva, sans-serif;"">Mindegyik típus felrakásához vízre van szükség, amit az üveg és a fólia közé kell spriccelni. Mindenképp vegyünk egy simítót és ezzel hajtsuk ki a fólia alól a vizet.\xa0</span></p>\n<p style=""text-align: center;""><span style=""font-size: 15px; font-family: verdana, geneva, sans-serif;""><b>Fólia eltávolítása:</b></span></p>\n<p style=""text-align: center;""><span style=""font-weight: 400; font-size: 15px; font-family: verdana, geneva, sans-serif;"">Az ablakfóliákat nyom nélkül le tudjuk szedni. Ha az öntapadós esetleg mégis valami oknál fogva hagyna, akkor azt egyszerűen acetonmentes körömlakklemosóval el tudjuk távolítani.</span></p>'}"
live,466055,Öntapadós fólia,https://foliasjuci.hu/termekek/ontapados-folia-ontapados-tapeta,termekek/ontapados-folia-ontapados-tapeta,"{'Page': 'yes', 'Menu': 'yes'}",no,{'Id': '0'},2,"{'All': '806', 'New': '0'}","{'Description': 'Bútorfelújítás Házilag (DIY) öntapadós fóliával Fóliás Juci webáruházból. Minden segítséget megkapsz. Lakásfelújítás öntapadós tapétával, öntapadós fóliával', 'Title': 'Öntapadós fólia -  Öntapadós tapéta -  Fólás Jucitól -  raktárról,azonnal'}","{'Keywords': 'Öntapadós fólia, Fóliás Juci'}",1671442887,{'Url': 'https://foliasjuci.hu/img/86997/catpic_466055/466055.jpg?time=1619105747'},"{'Top': '<p><span style=""font-size: 15px; font-family: verdana, geneva, sans-serif;"">A fóliát a gyártó <strong>bútorok</strong> felújítására javasolja, tűzhely közelébe és olyan helyre, ahol folyamatos víz érné nem. Legelső vevőnk 2015-ben ennek ellenére mégis fürdőszobát újított fel vele, ami 3 évig csodásan bírta, sajnos a csempe hamarabb mondta fel a szolgálatot, a fólia még bírta volna.</span></p>\n<p><span style=""font-size: 15px; font-family: verdana, geneva, sans-serif;""><strong>Webáruházunkban több száz kíváló minőségű fólia található különböző méretben és szélességben.</strong></span></p>\n<p><span style=""font-size: 15px; font-family: verdana, geneva, sans-serif;"">Szeretnéd az otthonodat feldobni, megszépíteni? A legjobb helyen vagy! Ránk számíthatsz!</span></p>\n<p><span style=""font-size: 15px; font-family: verdana, geneva, sans-serif;"">A<strong> bútor, a fal,\xa0</strong>fóliázásához bármelyik fóliát választhatod.</span></p>\n<p><span style=""font-size: 15px; font-family: verdana, geneva, sans-serif;"">A <strong>pult</strong> fóliázásához inkább a prémium fóliát javasolnám,\xa0 tovább bírja, de fontos tudni ez nem gránit, de nem is kerül annyiba. Honnan tudod melyik a prémium fólia? A fotó sarkában egy kis jelzést találsz.</span></p>\n<p><span style=""font-size: 15px; font-family: verdana, geneva, sans-serif;"">Számunkra nagyon fontos a <strong>vásárlók sikerélménye</strong>. Több ezer elégedett vásárlói véleménnyel rendelkezünk, remélem bennünket választasz és megosztod velünk alkotásodat.</span></p>\n<p><span style=""font-size: 15px; font-family: verdana, geneva, sans-serif;""><strong>Csempére</strong> ragasztanád a fóliát?</span></p>\n<p><span style=""font-size: 15px; font-family: verdana, geneva, sans-serif;"">Ha telibe ragasztod, akkor azzal számolnod kell, hogy a fuga át fog látszódni. Megoldás lehet, ha a fóliát a csempe méretére vágod.\xa0</span></p>\n<p><span style=""font-size: 15px; font-family: verdana, geneva, sans-serif;""><strong>Fürdőbe</strong> szeretnéd felragasztani a fóliát?\xa0</span></p>\n<p><span style=""font-size: 15px; font-family: verdana, geneva, sans-serif;"">Többször fóliáztam a saját fürdőszobáinkat. Ahol víz éri ott számolok vele, hogy sűrűbben kell cserélni, mert vízkövesedni fog. A vízkő még a normál csempét is tönkreteszi.\xa0</span></p>\n<p><span style=""font-size: 15px; font-family: verdana, geneva, sans-serif;"">Hajszárítóval melegítve kíválóan formázható a fólia, így az <strong>íves</strong>, <strong>bemart</strong> felületek sem jelenthetnek akadályt. Arra kell figyelni, hogy megfelelően forró legyen a hajszárító, mert a túl forró elszakíthatja. Ha a fólia elenged, annak a langyos hajszárító az oka.\xa0</span></p>\n<p><span style=""font-size: 15px; font-family: verdana, geneva, sans-serif;"">Fólia <strong>illesztése</strong> mindig fedésben történjen (kb. 0,5 cm legyen)</span></p>\n<p><span style=""font-size: 15px; font-family: verdana, geneva, sans-serif;"">A <strong>fólia eltávolítása</strong>\xa0munka közben könnyedén megy, többször vissza tudjuk szedni, ha elrontottuk a ragasztást. Ahogy múlik az idő egyre nehezebben lehet majd visszahúzni. Ez a fólia különlegessége. A jó hír, hogy még tíz év múlva is le lehet szedni a fóliát, bár valószínüleg nem egyben. Hajszárítóval megkönnyíthetjük az eljárást.</span></p>\n<p><span style=""font-size: 15px; font-family: verdana, geneva, sans-serif;""><strong>Hagy maga után nyomot?</strong></span></p>\n<p><span style=""font-size: 15px; font-family: verdana, geneva, sans-serif;"">A legtöbb fólia eltávolítás után nem hagy nyomot, de van egy-kettő amelyik igen pl. a táblafóliánál számíthatunk rá, de acetonmentes körömlakk lemosóval a nyomokat eltávolíthatjuk.</span></p>', 'Bottom': '<p><span style=""font-family: verdana, geneva, sans-serif; font-size: 15px;""><strong>Mi van, ha szélesebb a felület, mint a fólia?</strong></span></p>\n<p><span style=""font-family: verdana, geneva, sans-serif; font-size: 15px;"">A fa és a betonhatású fóliákat lehet illeszteni, az egyszínűeknél ez látszani fog. Esetleg kombinálj több színt, de figyelj rá, mindig fedésben illeszd.\xa0</span></p>\n<p><span style=""font-family: verdana, geneva, sans-serif; font-size: 15px;""><strong>Mivel lehet tisztítani?</strong></span></p>\n<p><span style=""font-family: verdana, geneva, sans-serif; font-size: 15px;"">A fólia tisztítása végtelenül egyszerű. Hagyományos tisztítószerekkel eddig nem okozott gondot számunkra és a vásárlóink számára. A maró tisztítószereket kerüljük, nem tesz jó, ahogy a súrolás sem.</span></p>\n<p><span style=""font-family: verdana, geneva, sans-serif; font-size: 15px;""><strong>A fólia tönkreteszi a felületet?</strong></span></p>\n<p><span style=""font-family: verdana, geneva, sans-serif; font-size: 15px;"">Csak akkor, ha a felület nem jó állapotú, akkor igen, akkor le fogja húzni.\xa0</span></p>\n<p><span style=""font-family: verdana, geneva, sans-serif; font-size: 15px;""><strong>A sikeres fóliázásnak három titka van:</strong></span></p>\n<p><span style=""font-family: verdana, geneva, sans-serif; font-size: 15px;"">- megfelelő fólia,</span></p>\n<p><span style=""font-family: verdana, geneva, sans-serif; font-size: 15px;"">- megfelelő eszköz,\xa0</span></p>\n<p><span style=""font-family: verdana, geneva, sans-serif; font-size: 15px;"">- megfelelő technika.</span></p>\n<p><span style=""font-family: verdana, geneva, sans-serif; font-size: 15px;"">Tőlünk mind a hármat megkapod!\xa0</span></p>'}"
live,270045,Mandala,https://foliasjuci.hu/termekek/folia/mandala,termekek/folia/mandala,"{'Page': 'yes', 'Menu': 'yes'}",no,"{'Id': '466055', 'Tree': 'Öntapadós fólia'}",14,"{'All': '4', 'New': '0'}",,"{'Keywords': 'Mandala, Öntapadós fólia, Fóliás Juci', 'Description': 'Mandala, Öntapadós fólia, Fóliás Juci', 'Title': 'Mandala - Öntapadós fólia - Fóliás Juci'}",1660665005,{'Url': 'https://foliasjuci.hu/img/86997/catpic_270045/270045.jpg?time=1617369167'},"{'Top': '<p style=""text-align: justify;""><span style=""font-weight: 400; font-family: verdana, geneva, sans-serif; font-size: 15px;"">Ezek az öntapadós kifestő fóliák nem csak gyerekeknek készültek. Táblafilccel lehet színezni, nedves popsitörlővel pedig tisztántartani. Ezeket a mintákat csak nálunk találod, kifejezetten nekünk készültek.\xa0</span></p>'}"
