"Cikkszám","Termék Név","Nettó Ár","Bruttó Ár","Kategória","Raktárkészlet","Vásárolható, ha nincs Raktáron","Változatokhoz Raktárkészlet","Alacsony készlet","Paraméter: Minőség||text","Paraméter: Kiszerelés||enum","Paraméter: Szín||text","Paraméter: 1 m2 felülethez||text","Paraméter: Család||text","Paraméter: Kategória||text","Paraméter: Téli hangulat minta||text","Paraméter: Szélesség||text","Paraméter: Hossz||text","Paraméter: Méret||text","Paraméter: Ablakfólia típus||text","Paraméter: Beláthatóság||text","Paraméter: Felhelyezés||text","Paraméter: Felület||text","Paraméter: Hővisszaverés||text","Paraméter: Kopóréteg||text","Paraméter: Öntapadós padló|Padló|text","Paraméter: Padló típusa|Padló|text","Paraméter: UV védelem||text","Paraméter: Vastagság||text","Paraméter: Csomag kiszerelés||enum","Paraméter: Videó segítség|Videók|html","Paraméter: VIP ár||text","Paraméter: m2/doboz||text","Paraméter: m2/tekercs||text","Paraméter: m2/csomag||text","Paraméter: Felhelyezés nehézsége||text","Paraméter: Eltávolítható||text","Paraméter: Illesztés||text","Paraméter: Tisztítása||text","Paraméter: ELŐFIZETÉS||text","Paraméter: Konzultáció||enum","Paraméter: brand||text","Paraméter: ean||text","Paraméter: mpn||text","Paraméter: Lépésmélység||text","Paraméter: Lehajló perem||text","Paraméter: Áremelés||text","Paraméter: Szivacs színe||text","Paraméter: FJ-SKU||text","Paraméter: FJ-Beszállító||text","Paraméter: FJ-Listaár||num","Paraméter: FJ-UOM||text"
"CS-F2915","Telma Alumínium Öntapadós 3D Csempematrica (29,5 cm x 29,2 cm)","1881.89","2390","3D Csempematrica","0","0","0","","Prémium","1 darabos","3D hatású","","Csempematrica","","","295 mm","292 mm","29,5 cm x 29,2 cm","","","Öntapadós","Fal, csempe","","","","","","4 mm","1 db","","","","","","3","igen","Könnyű","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","CS-F2915","","","","","","","",""
"CS-N3015","Terra Öntapadós 3D csempematrica","1598.4252","2030","3D Csempematrica","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CS-N3000","Vanda Öntapadós 3D Csempematrica (30,5 cm x 30,5 cm)","1692.91","2150","3D Csempematrica","568","0","0","","Standard","1 darabos","3D hatású","","Csempematrica","","","305mm","305 mm","30,5 cm x 30,5 cm","","","Öntapadós","Fal, csempe","","","","","","1.1 mm","","","","","","","2","igen","Könnyű","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","5999567461605","","","","","","","","",""
"CS-F2809","Venusta Alumínium Öntapadós 3D Csempematrica (29,7 cm x 29 cm)","1881.89","2390","3D Csempematrica","0","0","0","","Prémium","1 darabos","3D hatású","","Csempematrica","","","290 mm","297 mm","29,7 cm x 29 cm","","","Öntapadós","Fal, csempe","","","","","","4 mm","1 db","","","","","","3","igen","Könnyű","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","5999567461353","","","","","","","","",""
"CS-T3000","Veronica ""Subway White"" Fehér Öntapadós 3D Csempematrica (30,5 cm x 26 cm)","1692.91","2150","3D Csempematrica","0","0","0","","Standard","1 darabos","3D hatású","","Csempematrica","","","260 mm","305 mm","30,5 cm x 26 cm","","","Öntapadós","Fal, csempe","","","","","","1.1 mm","","","","","","","3","igen","Az illesztő fülekre ügyelni kell ","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","5999567461117","","","","","","","","",""
"CS-N3016","Vita Öntapadós 3D csempematrica","1598.4252","2030","3D Csempematrica","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CS-N3017","Zaira Öntapadós 3D csempematrica","1598.4252","2030","3D Csempematrica","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FOL-MNT-HO-03","45%-Os Hővédő Ablakfólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Lap","","","Hővédő ablakfólia termékminta","","","","","148x210 mm","","","Öntapadós","Bútor","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-HO-03","","","","","","","",""
"FOL-MNT-HO-02","67%-Os Hővédő Ablakfólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","30","0","0","","","Termékminta","","","Hővédő ablakfólia termékminta","","","","","148x210 mm","","","Öntapadós","Bútor","","","","","","","1 db","","251.9999532","","","","3","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-HO-02","","","","","","","",""
"FOL-MNT-VAD-09","Afrika Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","33","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","20 cm","15 cm","148x210 mm","","","","Bútor","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-VAD-09","","","","","","","",""
"FOL-MNT-FA-01","Alma Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","11","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-01","","","","","","","",""
"FOL-MNT-VAD-05","Amur Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","33","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","Bútor","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-VAD-05","","","","","","","",""
"FOL-MNT-FA-22","Angliai Kertek Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-22","","","","","","","",""
"FOL-MNT-EMA-11","Antracit Szürke Matt Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","2","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-EMA-11","","","","","","","",""
"FOL-MNT-FEM-07","Arany Öntapadós Fólia","220.4724","279.999948","Termékminta","11","0","0","","","Termékminta","","","Termékminta","","","","","148x210 mm","","","Öntapadós","Bútor","","","","","","","","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FEM-07","","","","","","","",""
"FOL-MNT-FA-08","Aranyló Dió Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","15","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-08","","","","","","","",""
"FOL-MNT-FA-21","Bájos Rózsabokor Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","21","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-21","","","","","","","",""
"FOL-MNT-EF-02","Banán Fényes Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","23","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-EF-02","","","","","","","",""
"FOL-MNT-MAR-07","Barna Márványerezet Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","9","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-MAR-07","","","","","","","",""
"FOL-MNT-FA-24","Bársonyos Tölgy Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-24","","","","","","","",""
"FOL-MNT-FA-23","Bársonyos Tölgyfa Gomba Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-23","","","","","","","",""
"FOL-MNT-MAR-03","Bézs Gránit Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","12","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-MAR-03","","","","","","","",""
"FOL-MNT-MAR-01","Bézs Kő Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","3","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-MAR-01","","","","","","","",""
"FOL-MNT-FA-39","Bordázott Tölgy Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-39","","","","","","","",""
"FOL-MNT-FA-29","Bükk Deszka Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Lap","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-29","","","","","","","",""
"FOL-MNT-FA-16","Bükk Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","13","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-16","","","","","","","",""
"FOL-MNT-VAD-06","Csincsilla Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","34","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","Bútor","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-VAD-06","","","","","","","",""
"FOL-MNT-FA-25","Dió Deszkák Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Lap","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-25","","","","","","","",""
"FOL-MNT-FA-11","Dió Fahatású Öntapadós Fólia","220.4724","279.999948","Termékminta","0","0","0","","","Lap","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-11","","","","","","","",""
"FOL-MNT-03","Egyszínű Fényes Öntapadós Fólia Termékminta Csomag ","1437.0079","1825.000033","Termékminta","0","0","0","","","Lap","","","Öntapadós Fólia Termékminta","","","22 cm","","210 x 297 mm","","","","","","","","","","","","","1642.5000297","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-03","","","","","","","",""
"FOL-MNT-02","Egyszínű Matt Öntapadós Fólia Termékminta Csomag ","1779.5276","2260.000052","Termékminta","0","0","0","","","Lap","","","Öntapadós Fólia Termékminta","","","22 cm","","210 x 297 mm","","","","","","","","","","","","","2034.0000468","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-02","","","","","","","",""
"FOL-MNT-EF-10","Erdeibogyók Fényes Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","26","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-EF-10","","","","","","","",""
"FOL-MNT-FA-28","Északi Szilfa Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","1","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-28","","","","","","","",""
"FOL-MNT-FEM-06","Ezüst Öntapadós Fólia","220.4724","279.999948","Termékminta","0","0","0","","","Termékminta","","","Termékminta","","","","","148x210 mm","","","Öntapadós","Bútor","","","","","","","","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FEM-06","","","","","","","",""
"FOL-MNT-FEM-08","Ezüst Platina Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","13","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","Öntapadós","Bútor","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FEM-08","","","","","","","",""
"FOL-MNT-01","Fahatású Öntapadós Tapéta Termékminta Csomag - ""Csináld Magad"" Bútorfelújítóknak ","4708.6614","5979.999978","Termékminta","0","0","0","","","Lap","","","Öntapadós Fólia Termékminta","","","","","210 x 297 mm","","","","","","","","","","","","","5381.9999802","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-01","","","","","","","",""
"FOL-MNT-FA-06","Farakás Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","33","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-06","","","","","","","",""
"FOL-MNT-VAD-10","Fehér Bőrhatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","Bútor","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-VAD-10","","","","","","","",""
"FOL-MNT-FA-27","Fehér Erezett Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-27","","","","","","","",""
"FOL-MNT-EF-01","Fehér Fényes Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-EF-01","","","","","","","",""
"FOL-MNT-MAR-05","Fehér Márvány Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","18","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-MAR-05","","","","","","","",""
"FOL-MNT-EMA-06","Fehér Matt Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-EMA-06","","","","","","","",""
"FOL-MNT-FA-26","Fehér-Barna Erezett Fahatású Öntapadós Fólia","220.4724","279.999948","Termékminta","0","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-26","","","","","","","",""
"FOL-MNT-VAD-11","Fekete Bőrhatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","Bútor","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-VAD-11","","","","","","","",""
"FOL-MNT-FA-03","Fekete Erezett Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","23","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-03","","","","","","","",""
"FOL-MNT-EF-08","Fekete Fényes Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-EF-08","","","","","","","",""
"FOL-MNT-VAD-08","Fekete Krokodil Bőrhatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Lap","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","Bútor","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-VAD-08","","","","","","","",""
"FOL-MNT-MAR-04","Fekete Márvány Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-MAR-04","","","","","","","",""
"FOL-MNT-EMA-07","Fekete Matt Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","13","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-EMA-07","","","","","","","",""
"FOL-MNT-05","Fém Öntapadós Fólia Termékminta Csomag ","2826.7717","3590.000059","Termékminta","8","0","0","","","Lap","","","Öntapadós Fólia Termékminta","","","22 cm","","210 x 297 mm","","","","","","","","","","","","","3231.0000531","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-05","","","","","","","",""
"FOL-MNT-FEM-02","Fémes Kockák Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","21","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","Öntapadós","Bútor","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FEM-02","","","","","","","",""
"FOL-MNT-FA-09","Fenyő Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","14","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-09","","","","","","","",""
"FOL-MNT-FA-13","Fogaskerekek Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","29","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-13","","","","","","","",""
"FOL-MNT-2019","Fóliás Juci 2019-Es Termékminta Csomagja ","4330.7087","5500.000049","Termékminta","0","0","0","","","Lap","","","Öntapadós Fólia Termékminta","","","22 cm","","210 x 297 mm","","","","","","","","","","","","","4950.0000441","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-2019","","","","","","","",""
"FOL-MNT-FA-14","Gyöngyház Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-14","","","","","","","",""
"FOL-MNT-FA-19","Homokszínű Tölgy Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-19","","","","","","","",""
"FOL-MNT-06","Hővédő Ablakfólia Termékminta Csomag ","1881.8898","2390.000046","Termékminta","2","0","0","","","Lap","","","Hővédő ablakfólia termékminta","","","","","210 x 297 mm","","","","","","","","","","","","","2151.0000414","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-06","","","","","","","",""
"FOL-MNT-HO-04","Hővédő Tükör Ablakfólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","26","0","0","","","Termékminta","","","Hővédő ablakfólia termékminta","","","","","148x210 mm","","","Öntapadós","Bútor","","","","","","","1 db","","251.9999532","","","","3","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-HO-04","","","","","","","",""
"FOL-MNT-EF-09","Ibolyavörös Fényes Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","26","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-EF-09","","","","","","","",""
"FOL-MNT-FA-37","Japán Szil Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Lap","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-37","","","","","","","",""
"FOL-MNT-FA-36","Japán Tölgy Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","17","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-36","","","","","","","",""
"FOL-MNT-FA-07","Juhar Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-07","","","","","","","",""
"FOL-MNT-FEM-01","Karbon Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","15","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","Öntapadós","Bútor","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FEM-01","","","","","","","",""
"FOL-MNT-FA-10","Karibi Lombos Fa Fahatású Öntapadós Fólia","220.4724","279.999948","Termékminta","28","0","0","","","Lap","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-10","","","","","","","",""
"FOL-MNT-MAR-11","Kavicsbeton Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-MAR-11","","","","","","","",""
"FOL-MNT-EMA-01","Királykék Matt Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","33","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-EMA-01","","","","","","","",""
"FOL-MNT-FA-33","Klasszikus Tölgy Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-33","","","","","","","",""
"FOL-MNT-FA-40","Koptatott Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","0","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-40","","","","","","","",""
"FOL-MNT-FA-44","Középbarna Dió Fahatású Öntapadós Fólia Termékminta (1 Db)","220.4724","279.999948","Termékminta","4","0","0","","","Termékminta","","","Öntapadós Fólia Termékminta","","","","","148x210 mm","","","","","","","","","","","1 db","","251.9999532","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-MNT-FA-44","","","","","","","",""
